view,danmaku,reply,favorite,coin,share,like
1.0,0.34359994015768003,0.39306610067691145,0.6032288474552792,0.3957112572895275,0.3885293798107416,0.7748017772259697
0.34359994015768003,1.0,0.6426541796173745,0.26975678022555644,0.5548280691626237,0.2960844682773559,0.17904466566879748
0.39306610067691145,0.6426541796173745,1.0,0.3582578656911779,0.5153862803314603,0.5969726418444801,0.3092280571748776
0.6032288474552792,0.26975678022555644,0.3582578656911779,1.0,0.665739337600362,0.5507653744987363,0.666408780043918
0.3957112572895275,0.5548280691626237,0.5153862803314603,0.665739337600362,1.0,0.4569979442177593,0.5035912192290377
0.3885293798107416,0.2960844682773559,0.5969726418444801,0.5507653744987363,0.4569979442177593,1.0,0.39255486336713424
0.7748017772259697,0.17904466566879748,0.3092280571748776,0.666408780043918,0.5035912192290377,0.39255486336713424,1.0
